provider_id,npi,first_name,last_name,specialty,sub_specialty,degree,license_number,license_state,facility_id,phone,email,is_accepting_patients,is_active,hire_date,created_date
PRV000249,1000000249,David,Hall,Dermatology,Critical Care,MD,LIC805866,IL,FAC000864,555-579-2320,dr.robinson65@wrshealthproviders.com,True,True,2020-03-30,2023-03-28 23:53:57.982591
PRV000250,1000000250,Nancy,Walker,Oncology,,MD,LIC980048,TX,FAC000820,555-194-8171,dr.robinson98@wrshealthproviders.com,True,True,2020-09-14,2025-11-26 23:53:57.982591
PRV000251,1000000251,William,Scott,Emergency Medicine,Geriatrics,MD,LIC701208,PA,FAC000516,555-666-9358,dr.anderson18@wrshealthproviders.com,True,True,2019-02-10,2022-02-07 23:53:57.982591
PRV000252,1000000252,Laura,Young,Orthopedics,Interventional,PA,LIC936933,TX,FAC000507,555-585-6661,dr.walker22@wrshealthproviders.com,True,True,2005-05-17,2022-03-09 23:53:57.982591
PRV000253,1000000253,William,Thompson,Internal Medicine,Geriatrics,DO,LIC220065,NY,FAC000574,555-113-6921,dr.anderson13@wrshealthproviders.com,True,True,2020-04-16,2022-12-22 23:53:57.982591
PRV000254,1000000254,Lisa,Young,Orthopedics,Critical Care,MD,LIC975795,NY,FAC000019,555-225-4412,dr.scott45@wrshealthproviders.com,True,True,2024-06-27,2024-07-15 23:53:57.982591
PRV000255,1000000255,William,Nelson,Oncology,Sports Medicine,NP,LIC329842,AZ,FAC000660,555-986-2972,dr.robinson77@wrshealthproviders.com,True,True,2019-02-17,2023-08-30 23:53:57.982591
PRV000256,1000000256,Michael,Young,Obstetrics and Gynecology,Pain Management,MD,LIC865768,FL,FAC000981,555-998-9693,dr.anderson52@wrshealthproviders.com,True,True,2011-04-28,2021-06-15 23:53:57.982591
PRV000257,1000000257,Robert,Martinez,Ophthalmology,,MD,LIC957526,FL,FAC000489,555-750-5378,dr.anderson77@wrshealthproviders.com,True,True,2006-09-14,2022-09-05 23:53:57.982591
PRV000258,1000000258,Laura,Martinez,Pediatrics,Critical Care,MD,LIC585393,AZ,FAC000770,555-189-9403,dr.robinson63@wrshealthproviders.com,True,True,2012-10-30,2021-12-15 23:53:57.982591
PRV000259,1000000259,Richard,Green,Ophthalmology,Geriatrics,MD,LIC684795,CA,FAC000250,555-125-6879,dr.wright5@wrshealthproviders.com,False,True,2021-02-20,2025-12-19 23:53:57.982591
PRV000260,1000000260,Lisa,Hall,Endocrinology,Geriatrics,NP,LIC146700,NY,FAC000490,555-866-2516,dr.baker44@wrshealthproviders.com,True,True,2024-06-17,2026-01-13 23:53:57.982591
PRV000261,1000000261,William,Allen,Obstetrics and Gynecology,Interventional,MD,LIC366642,IL,FAC000407,555-941-5743,dr.robinson96@wrshealthproviders.com,True,True,2007-05-20,2025-06-17 23:53:57.982591
PRV000262,1000000262,Jennifer,Hall,Ophthalmology,,NP,LIC723836,NY,FAC000683,555-204-3083,dr.lewis50@wrshealthproviders.com,False,True,2014-08-30,2024-02-20 23:53:57.982591
PRV000263,1000000263,Michelle,Thompson,General Surgery,Geriatrics,MD,LIC630560,PA,FAC000654,555-122-1053,dr.baker61@wrshealthproviders.com,True,True,2006-01-04,2022-02-23 23:53:57.982591
PRV000264,1000000264,Nancy,Hall,General Surgery,Geriatrics,MD,LIC608670,PA,FAC000690,555-604-5231,dr.wright3@wrshealthproviders.com,False,True,2024-04-27,2022-05-19 23:53:57.982591
PRV000265,1000000265,Michael,Robinson,Pediatrics,Pain Management,PA,LIC968735,IL,FAC000825,555-747-1683,dr.allen52@wrshealthproviders.com,False,True,2024-12-30,2022-11-21 23:53:57.982591
PRV000266,1000000266,Michelle,Thompson,Ophthalmology,Geriatrics,MD,LIC549389,PA,FAC000489,555-381-7122,dr.robinson51@wrshealthproviders.com,True,True,2024-07-08,2025-06-02 23:53:57.982591
PRV000267,1000000267,David,Robinson,Psychiatry,Pain Management,MD,LIC241596,FL,FAC000429,555-169-6426,dr.lewis85@wrshealthproviders.com,False,True,2021-08-05,2025-04-29 23:53:57.982591
PRV000268,1000000268,Nancy,Scott,Ophthalmology,Interventional,MD,LIC121934,IL,FAC000823,555-538-4487,dr.clark87@wrshealthproviders.com,True,True,2016-03-28,2021-08-31 23:53:57.982591
PRV000269,1000000269,Jennifer,Green,Pediatrics,,NP,LIC732228,PA,FAC000261,555-321-3523,dr.young26@wrshealthproviders.com,True,True,2007-10-17,2024-11-09 23:53:57.982591
PRV000270,1000000270,John,Hall,Emergency Medicine,,MD,LIC298548,IL,FAC000875,555-584-7671,dr.green45@wrshealthproviders.com,True,True,2014-07-15,2023-11-29 23:53:57.982591
PRV000271,1000000271,James,Scott,Oncology,Pain Management,MD,LIC949959,TX,FAC000586,555-816-3382,dr.green69@wrshealthproviders.com,True,True,2017-03-16,2021-03-27 23:53:57.982591
PRV000272,1000000272,Sarah,Green,Obstetrics and Gynecology,,MD,LIC674180,IL,FAC000482,555-903-7269,dr.nelson22@wrshealthproviders.com,False,False,2017-06-22,2025-03-09 23:53:57.982591
PRV000273,1000000273,Karen,Lewis,Oncology,Sports Medicine,MD,LIC947222,FL,FAC000948,555-675-5345,dr.anderson19@wrshealthproviders.com,True,True,2019-03-04,2024-07-05 23:53:57.982591
PRV000274,1000000274,David,Clark,Orthopedics,Critical Care,DO,LIC301675,TX,FAC000211,555-558-4704,dr.anderson33@wrshealthproviders.com,True,True,2015-01-10,2022-02-04 23:53:57.982591
PRV000275,1000000275,John,Allen,Pediatrics,Pain Management,MD,LIC565823,CA,FAC000464,555-623-8626,dr.nelson11@wrshealthproviders.com,True,True,2017-04-04,2024-12-28 23:53:57.982591
PRV000276,1000000276,Richard,Wright,Cardiology,Critical Care,MD,LIC358505,CA,FAC000544,555-957-4327,dr.anderson30@wrshealthproviders.com,True,True,2020-07-04,2024-05-25 23:53:57.982591
PRV000277,1000000277,Lisa,King,Oncology,Geriatrics,MD,LIC723094,IL,FAC000047,555-143-3471,dr.scott87@wrshealthproviders.com,True,True,2006-10-28,2022-07-24 23:53:57.982591
PRV000278,1000000278,Robert,Young,General Surgery,Geriatrics,MD,LIC511227,PA,FAC000330,555-790-7056,dr.king30@wrshealthproviders.com,True,True,2009-02-22,2022-06-03 23:53:57.982591
PRV000279,1000000279,James,Martinez,Dermatology,Interventional,PA,LIC441062,CA,FAC000255,555-282-4336,dr.young63@wrshealthproviders.com,False,True,2007-08-24,2022-03-18 23:53:57.982591
PRV000280,1000000280,Nancy,Young,Emergency Medicine,Geriatrics,MD,LIC871691,IL,FAC000281,555-717-1793,dr.scott97@wrshealthproviders.com,True,True,2011-03-25,2024-06-10 23:53:57.982591
PRV000281,1000000281,Michael,Anderson,Oncology,Sports Medicine,PA,LIC272785,PA,FAC000878,555-484-1839,dr.young12@wrshealthproviders.com,False,True,2015-04-23,2021-08-22 23:53:57.982591
PRV000282,1000000282,Michael,King,Internal Medicine,,MD,LIC427636,FL,FAC000152,555-475-7762,dr.allen38@wrshealthproviders.com,True,True,2006-12-28,2023-05-01 23:53:57.982591
PRV000283,1000000283,Laura,Baker,Pediatrics,Sports Medicine,MD,LIC282052,PA,FAC000360,555-303-7741,dr.clark93@wrshealthproviders.com,True,True,2018-07-12,2022-03-28 23:53:57.982591
PRV000284,1000000284,Laura,Scott,Neurology,Interventional,NP,LIC956426,FL,FAC000115,555-930-1743,dr.nelson15@wrshealthproviders.com,True,True,2007-05-01,2025-10-31 23:53:57.982591
PRV000285,1000000285,Robert,Clark,General Surgery,Critical Care,MD,LIC598306,AZ,FAC000577,555-549-2326,dr.baker38@wrshealthproviders.com,True,True,2009-02-02,2026-01-06 23:53:57.982591
PRV000286,1000000286,Thomas,Lewis,Psychiatry,Critical Care,DO,LIC802669,TX,FAC000103,555-252-5942,dr.king28@wrshealthproviders.com,True,True,2023-01-15,2025-04-13 23:53:57.982591
PRV000287,1000000287,David,Wright,Endocrinology,,PA,LIC537146,CA,FAC000876,555-949-3016,dr.martinez38@wrshealthproviders.com,False,True,2015-07-12,2024-02-09 23:53:57.982591
PRV000288,1000000288,Jennifer,Martinez,Endocrinology,Critical Care,MD,LIC102548,TX,FAC000551,555-308-8818,dr.wright75@wrshealthproviders.com,True,True,2020-04-25,2025-05-23 23:53:57.982591
PRV000289,1000000289,Richard,Robinson,Ophthalmology,Geriatrics,MD,LIC839281,FL,FAC000466,555-310-5867,dr.wright46@wrshealthproviders.com,False,True,2013-03-07,2022-11-01 23:53:57.982591
PRV000290,1000000290,Karen,Anderson,Orthopedics,,DO,LIC940588,AZ,FAC000126,555-730-2418,dr.anderson72@wrshealthproviders.com,True,True,2021-12-01,2022-02-27 23:53:57.982591
PRV000291,1000000291,Robert,Young,Anesthesiology,Critical Care,MD,LIC609442,TX,FAC000434,555-240-6127,dr.thompson7@wrshealthproviders.com,True,True,2017-05-21,2025-10-26 23:53:57.982591
PRV000292,1000000292,Robert,Green,Psychiatry,Interventional,MD,LIC394983,NY,FAC000130,555-648-2138,dr.clark81@wrshealthproviders.com,True,True,2023-03-28,2023-11-02 23:53:57.982591
PRV000293,1000000293,Sarah,Martinez,Anesthesiology,Critical Care,MD,LIC791950,NY,FAC000868,555-681-4634,dr.anderson55@wrshealthproviders.com,False,True,2022-09-17,2022-05-24 23:53:57.982591
PRV000294,1000000294,Michelle,Thompson,Radiology,,MD,LIC808704,PA,FAC000552,555-540-7379,dr.wright40@wrshealthproviders.com,True,True,2014-06-24,2023-07-12 23:53:57.982591
PRV000295,1000000295,Emily,Scott,Obstetrics and Gynecology,Geriatrics,DO,LIC226946,TX,FAC000586,555-692-5704,dr.nelson26@wrshealthproviders.com,False,True,2005-11-23,2025-04-06 23:53:57.982591
PRV000296,1000000296,Michael,Green,Endocrinology,Sports Medicine,MD,LIC426099,AZ,FAC000458,555-990-4107,dr.king55@wrshealthproviders.com,False,False,2006-09-08,2024-04-24 23:53:57.982591
PRV000297,1000000297,Laura,Thompson,General Surgery,Interventional,MD,LIC557764,FL,FAC000314,555-541-5873,dr.allen18@wrshealthproviders.com,True,True,2021-11-18,2022-02-23 23:53:57.982591
PRV000298,1000000298,Michael,Thompson,Pediatrics,Sports Medicine,DO,LIC374233,IL,FAC000453,555-312-8004,dr.baker89@wrshealthproviders.com,True,True,2006-08-25,2024-07-13 23:53:57.982591
PRV000299,1000000299,Richard,Lewis,Endocrinology,Geriatrics,MD,LIC985897,CA,FAC000446,555-458-4194,dr.clark76@wrshealthproviders.com,True,True,2010-10-23,2021-08-30 23:53:57.982591
PRV000300,1000000300,Sarah,Scott,Orthopedics,Critical Care,MD,LIC899958,FL,FAC000827,555-186-6017,dr.allen27@wrshealthproviders.com,True,True,2020-07-04,2023-08-29 23:53:57.982591
PRV000301,1000000301,Lisa,Anderson,Orthopedics,Interventional,DO,LIC383388,IL,FAC000469,555-856-6162,dr.green81@wrshealthproviders.com,True,True,2023-11-12,2025-10-04 23:53:57.982591
PRV000302,1000000302,Robert,Young,Family Medicine,,MD,LIC103567,FL,FAC000443,555-809-5586,dr.martinez5@wrshealthproviders.com,True,True,2020-09-23,2022-07-23 23:53:57.982591
PRV000303,1000000303,Lisa,Green,Internal Medicine,,DO,LIC935460,CA,FAC000436,555-481-7892,dr.anderson73@wrshealthproviders.com,True,True,2006-02-22,2024-01-10 23:53:57.982591
PRV000304,1000000304,Sarah,Anderson,Cardiology,Critical Care,NP,LIC278632,NY,FAC000711,555-665-2922,dr.lewis34@wrshealthproviders.com,True,True,2006-11-24,2021-07-04 23:53:57.982591
PRV000305,1000000305,Karen,Robinson,Family Medicine,,MD,LIC556477,PA,FAC000974,555-476-1519,dr.king8@wrshealthproviders.com,True,True,2017-03-21,2023-05-23 23:53:57.982591
PRV000306,1000000306,Michelle,Baker,Family Medicine,Interventional,MD,LIC827492,FL,FAC000410,555-872-9897,dr.robinson34@wrshealthproviders.com,True,True,2013-09-04,2022-03-06 23:53:57.982591
PRV000307,1000000307,Michelle,Allen,Cardiology,Critical Care,MD,LIC229996,FL,FAC000772,555-697-6236,dr.green86@wrshealthproviders.com,True,True,2021-05-15,2023-04-29 23:53:57.982591
PRV000308,1000000308,Michael,King,Neurology,Pain Management,MD,LIC299580,PA,FAC000059,555-211-5809,dr.young57@wrshealthproviders.com,True,True,2023-01-12,2025-02-23 23:53:57.982591
PRV000309,1000000309,Michelle,Walker,Dermatology,,NP,LIC469417,TX,FAC000709,555-490-4812,dr.thompson20@wrshealthproviders.com,True,True,2014-05-26,2021-05-06 23:53:57.982591
PRV000310,1000000310,Lisa,Robinson,Ophthalmology,,NP,LIC300573,FL,FAC000626,555-908-2766,dr.walker54@wrshealthproviders.com,False,True,2007-01-26,2024-06-06 23:53:57.982591
PRV000311,1000000311,Nancy,Scott,Ophthalmology,Sports Medicine,MD,LIC396133,FL,FAC000084,555-646-8335,dr.anderson57@wrshealthproviders.com,True,False,2021-02-11,2023-01-21 23:53:57.982591
PRV000312,1000000312,Nancy,Clark,Internal Medicine,,DO,LIC262447,IL,FAC000603,555-732-8846,dr.young15@wrshealthproviders.com,True,True,2016-05-03,2023-05-10 23:53:57.982591
PRV000313,1000000313,Sarah,Young,Anesthesiology,Interventional,PA,LIC441363,NY,FAC000124,555-998-7731,dr.nelson8@wrshealthproviders.com,True,True,2019-12-30,2023-04-29 23:53:57.982591
PRV000314,1000000314,Jennifer,Allen,Dermatology,,PA,LIC470379,IL,FAC000616,555-899-4739,dr.green2@wrshealthproviders.com,True,True,2009-09-05,2024-06-03 23:53:57.982591
PRV000315,1000000315,John,Martinez,Oncology,,MD,LIC458074,NY,FAC000195,555-345-1759,dr.lewis23@wrshealthproviders.com,True,True,2019-06-24,2023-06-22 23:53:57.982591
PRV000316,1000000316,Robert,Anderson,Pediatrics,Sports Medicine,MD,LIC504107,FL,FAC000916,555-231-4251,dr.wright22@wrshealthproviders.com,False,False,2005-08-19,2023-11-16 23:53:57.982591
PRV000317,1000000317,Michael,Green,Oncology,,MD,LIC190506,AZ,FAC000374,555-108-5607,dr.king42@wrshealthproviders.com,True,True,2024-05-22,2024-09-05 23:53:57.982591
PRV000318,1000000318,Lisa,Scott,Endocrinology,Interventional,PA,LIC684042,CA,FAC000168,555-259-4443,dr.walker85@wrshealthproviders.com,True,True,2012-11-03,2025-09-26 23:53:57.982591
PRV000319,1000000319,Laura,Nelson,Oncology,Geriatrics,MD,LIC307048,TX,FAC000390,555-346-4637,dr.martinez25@wrshealthproviders.com,True,True,2007-11-07,2022-03-12 23:53:57.982591
PRV000320,1000000320,Sarah,Young,Oncology,Critical Care,MD,LIC250343,NY,FAC000859,555-808-9489,dr.allen96@wrshealthproviders.com,True,True,2004-09-14,2023-01-23 23:53:57.982591
PRV000321,1000000321,Jennifer,King,Cardiology,Critical Care,MD,LIC956954,NY,FAC000260,555-637-4920,dr.martinez58@wrshealthproviders.com,True,True,2023-11-10,2024-11-06 23:53:57.982591
PRV000322,1000000322,Michael,Nelson,Neurology,,MD,LIC551141,PA,FAC000130,555-206-7333,dr.green24@wrshealthproviders.com,True,True,2007-06-28,2024-03-04 23:53:57.982591
PRV000323,1000000323,Sarah,Hall,Internal Medicine,Pain Management,MD,LIC854840,NY,FAC000351,555-104-3378,dr.lewis70@wrshealthproviders.com,True,True,2008-04-02,2023-07-30 23:53:57.982591
PRV000324,1000000324,Lisa,Clark,Anesthesiology,Critical Care,PA,LIC259840,AZ,FAC000591,555-432-1443,dr.anderson74@wrshealthproviders.com,True,True,2004-06-15,2025-04-20 23:53:57.982591
PRV000325,1000000325,Nancy,Martinez,General Surgery,,MD,LIC971494,IL,FAC000674,555-725-3515,dr.wright39@wrshealthproviders.com,True,True,2019-04-03,2022-04-16 23:53:57.982591
PRV000326,1000000326,Laura,Green,Cardiology,,MD,LIC192573,AZ,FAC000665,555-607-1264,dr.martinez63@wrshealthproviders.com,True,True,2012-08-19,2023-01-13 23:53:57.982591
PRV000327,1000000327,Nancy,Wright,Family Medicine,Interventional,MD,LIC317916,TX,FAC000626,555-364-1094,dr.wright35@wrshealthproviders.com,False,True,2006-02-20,2022-08-29 23:53:57.982591
PRV000328,1000000328,Laura,Thompson,Family Medicine,,MD,LIC659271,AZ,FAC000216,555-124-6084,dr.thompson13@wrshealthproviders.com,True,True,2006-10-18,2025-11-16 23:53:57.982591
PRV000329,1000000329,Thomas,Lewis,Family Medicine,Interventional,MD,LIC368258,AZ,FAC000116,555-351-9950,dr.scott32@wrshealthproviders.com,True,True,2010-10-02,2022-07-30 23:53:57.982591
PRV000330,1000000330,Thomas,Allen,Neurology,,MD,LIC228850,PA,FAC000460,555-545-7218,dr.baker79@wrshealthproviders.com,True,True,2010-09-28,2025-07-06 23:53:57.982591
PRV000331,1000000331,Thomas,Clark,Radiology,Sports Medicine,MD,LIC821347,TX,FAC000446,555-539-9439,dr.thompson45@wrshealthproviders.com,True,True,2024-10-02,2021-03-24 23:53:57.982591
PRV000332,1000000332,Lisa,Walker,Endocrinology,Interventional,MD,LIC477576,IL,FAC000886,555-410-8656,dr.allen71@wrshealthproviders.com,True,True,2013-01-15,2021-08-23 23:53:57.982591
PRV000333,1000000333,Nancy,Walker,Dermatology,Geriatrics,MD,LIC461420,PA,FAC000594,555-141-9186,dr.lewis71@wrshealthproviders.com,True,True,2005-02-08,2022-04-05 23:53:57.982591
PRV000334,1000000334,William,Wright,Neurology,Pain Management,MD,LIC175910,NY,FAC000509,555-767-3503,dr.robinson58@wrshealthproviders.com,True,True,2009-07-16,2025-09-21 23:53:57.982591
PRV000335,1000000335,Thomas,Allen,Dermatology,Geriatrics,PA,LIC983389,PA,FAC000866,555-498-1701,dr.walker79@wrshealthproviders.com,True,True,2013-06-25,2025-11-01 23:53:57.982591
PRV000336,1000000336,Richard,Allen,Dermatology,Interventional,PA,LIC109325,AZ,FAC000951,555-855-3624,dr.walker28@wrshealthproviders.com,True,True,2009-01-16,2022-01-10 23:53:57.982591
PRV000337,1000000337,Michelle,Anderson,Endocrinology,Critical Care,MD,LIC703601,IL,FAC000868,555-575-6152,dr.scott80@wrshealthproviders.com,True,True,2015-06-02,2022-03-03 23:53:57.982591
PRV000338,1000000338,Karen,Baker,Obstetrics and Gynecology,,MD,LIC799414,CA,FAC000016,555-588-9294,dr.robinson4@wrshealthproviders.com,True,True,2005-04-18,2021-05-23 23:53:57.982591
PRV000339,1000000339,Karen,Martinez,Anesthesiology,Geriatrics,PA,LIC468650,AZ,FAC000544,555-720-7856,dr.lewis75@wrshealthproviders.com,True,True,2009-06-19,2023-09-13 23:53:57.982591
PRV000340,1000000340,Michelle,Martinez,Ophthalmology,Sports Medicine,MD,LIC386439,NY,FAC000813,555-536-4318,dr.green84@wrshealthproviders.com,True,True,2023-04-10,2024-08-22 23:53:57.982591
PRV000341,1000000341,William,Anderson,Radiology,Geriatrics,NP,LIC238961,IL,FAC000364,555-523-9248,dr.wright56@wrshealthproviders.com,True,True,2022-08-21,2024-07-18 23:53:57.982591
PRV000342,1000000342,Sarah,Baker,Orthopedics,Interventional,PA,LIC758956,PA,FAC000431,555-129-6847,dr.robinson18@wrshealthproviders.com,True,True,2021-04-25,2022-06-13 23:53:57.982591
PRV000343,1000000343,Robert,Lewis,Obstetrics and Gynecology,,MD,LIC479613,FL,FAC000771,555-310-8954,dr.thompson49@wrshealthproviders.com,True,True,2007-09-26,2023-06-18 23:53:57.982591
PRV000344,1000000344,James,Wright,Psychiatry,,MD,LIC910267,PA,FAC000878,555-298-9682,dr.young50@wrshealthproviders.com,False,True,2016-10-21,2024-04-26 23:53:57.982591
PRV000345,1000000345,Emily,Anderson,Internal Medicine,Critical Care,PA,LIC248229,IL,FAC000459,555-159-9615,dr.allen93@wrshealthproviders.com,True,True,2013-10-13,2022-07-10 23:53:57.982591
PRV000346,1000000346,William,Lewis,Radiology,Geriatrics,MD,LIC604619,NY,FAC000327,555-250-4297,dr.green62@wrshealthproviders.com,True,True,2024-07-31,2021-09-21 23:53:57.982591
PRV000347,1000000347,James,Hall,Cardiology,,MD,LIC455748,AZ,FAC000589,555-294-1707,dr.scott34@wrshealthproviders.com,True,True,2018-04-05,2022-04-04 23:53:57.982591
PRV000348,1000000348,Robert,Anderson,General Surgery,Critical Care,MD,LIC106950,IL,FAC000120,555-677-8543,dr.baker72@wrshealthproviders.com,False,True,2018-03-20,2025-08-04 23:53:57.982591
PRV000349,1000000349,Karen,Wright,Cardiology,,MD,LIC485656,TX,FAC000027,555-130-2529,dr.wright49@wrshealthproviders.com,True,True,2009-04-19,2023-03-18 23:53:57.982591
PRV000350,1000000350,Emily,Anderson,General Surgery,Pain Management,DO,LIC521488,AZ,FAC000644,555-723-9880,dr.lewis43@wrshealthproviders.com,True,True,2005-04-25,2025-12-17 23:53:57.982591
PRV000351,1000000351,Emily,Green,Orthopedics,,DO,LIC667455,CA,FAC000384,555-273-5826,dr.thompson72@wrshealthproviders.com,True,True,2019-11-07,2021-06-11 23:53:57.982591
PRV000352,1000000352,Sarah,Green,Oncology,Critical Care,PA,LIC627767,AZ,FAC000867,555-575-9191,dr.allen46@wrshealthproviders.com,True,True,2023-09-12,2024-07-24 23:53:57.982591
PRV000353,1000000353,David,Baker,Pediatrics,Geriatrics,MD,LIC769633,NY,FAC000669,555-151-8646,dr.thompson96@wrshealthproviders.com,True,True,2016-02-15,2021-01-20 23:53:57.982591
PRV000354,1000000354,Richard,Robinson,Dermatology,,MD,LIC164758,AZ,FAC000447,555-470-2626,dr.martinez84@wrshealthproviders.com,True,True,2017-11-25,2021-09-12 23:53:57.982591
PRV000355,1000000355,Robert,Allen,Psychiatry,Critical Care,MD,LIC635354,IL,FAC000752,555-636-7490,dr.young32@wrshealthproviders.com,False,True,2009-10-05,2025-04-15 23:53:57.982591
PRV000356,1000000356,William,King,Neurology,Pain Management,MD,LIC387173,TX,FAC000806,555-241-2709,dr.clark46@wrshealthproviders.com,False,True,2006-06-15,2025-10-14 23:53:57.982591
PRV000357,1000000357,Karen,Hall,Psychiatry,Sports Medicine,MD,LIC778670,PA,FAC000218,555-103-9306,dr.baker2@wrshealthproviders.com,True,False,2007-07-30,2022-03-29 23:53:57.982591
PRV000358,1000000358,Robert,Hall,Emergency Medicine,Pain Management,PA,LIC651122,CA,FAC000816,555-776-7783,dr.lewis66@wrshealthproviders.com,True,True,2014-08-18,2025-03-06 23:53:57.982591
PRV000359,1000000359,Lisa,Walker,Oncology,Critical Care,NP,LIC280274,TX,FAC000913,555-959-4082,dr.green16@wrshealthproviders.com,False,True,2004-05-09,2025-02-28 23:53:57.982591
PRV000360,1000000360,Sarah,Robinson,Emergency Medicine,Sports Medicine,MD,LIC830987,TX,FAC000752,555-513-8543,dr.anderson19@wrshealthproviders.com,True,True,2014-03-13,2024-12-13 23:53:57.982591
PRV000361,1000000361,David,Nelson,Ophthalmology,Interventional,DO,LIC113887,AZ,FAC000606,555-640-3848,dr.wright81@wrshealthproviders.com,True,True,2022-03-14,2025-12-15 23:53:57.982591
PRV000362,1000000362,Robert,Martinez,General Surgery,Pain Management,MD,LIC559907,NY,FAC000668,555-617-2114,dr.king98@wrshealthproviders.com,True,True,2022-12-19,2024-04-08 23:53:57.982591
PRV000363,1000000363,Lisa,Allen,Radiology,,MD,LIC263949,TX,FAC000688,555-533-9920,dr.robinson33@wrshealthproviders.com,True,True,2022-10-21,2021-08-30 23:53:57.982591
PRV000364,1000000364,Robert,Baker,General Surgery,Critical Care,DO,LIC593683,CA,FAC000845,555-687-7344,dr.hall68@wrshealthproviders.com,True,True,2022-01-19,2021-03-05 23:53:57.982591
PRV000365,1000000365,Michael,King,Endocrinology,Sports Medicine,MD,LIC175309,PA,FAC000426,555-111-1225,dr.clark42@wrshealthproviders.com,True,True,2015-01-22,2022-11-18 23:53:57.982591
PRV000366,1000000366,Robert,Wright,Endocrinology,Pain Management,PA,LIC258646,AZ,FAC000497,555-487-7536,dr.king19@wrshealthproviders.com,True,True,2022-08-24,2023-05-15 23:53:57.982591
PRV000367,1000000367,Karen,Allen,General Surgery,Interventional,DO,LIC510298,AZ,FAC000048,555-974-9260,dr.anderson32@wrshealthproviders.com,True,True,2009-04-17,2021-02-17 23:53:57.982591
PRV000368,1000000368,Michael,Martinez,Psychiatry,Geriatrics,MD,LIC297286,PA,FAC000678,555-797-9578,dr.lewis87@wrshealthproviders.com,True,True,2015-12-20,2024-02-10 23:53:57.982591
PRV000369,1000000369,Michelle,Lewis,Neurology,Sports Medicine,DO,LIC315505,CA,FAC000311,555-164-3615,dr.green44@wrshealthproviders.com,True,True,2013-06-17,2023-06-25 23:53:57.982591
PRV000370,1000000370,William,Lewis,Orthopedics,Sports Medicine,MD,LIC421758,IL,FAC000877,555-598-1769,dr.robinson69@wrshealthproviders.com,False,True,2022-09-04,2024-08-23 23:53:57.982591
PRV000371,1000000371,William,Young,Anesthesiology,Sports Medicine,MD,LIC134203,NY,FAC000285,555-419-3677,dr.robinson73@wrshealthproviders.com,True,True,2025-01-10,2024-11-02 23:53:57.982591
PRV000372,1000000372,John,Lewis,Oncology,Geriatrics,MD,LIC825893,TX,FAC000804,555-478-3815,dr.thompson45@wrshealthproviders.com,True,True,2012-05-19,2021-09-07 23:53:57.982591
PRV000373,1000000373,Thomas,Lewis,Endocrinology,Interventional,MD,LIC796211,PA,FAC000457,555-657-5362,dr.lewis68@wrshealthproviders.com,False,True,2013-02-20,2021-05-30 23:53:57.982591
PRV000374,1000000374,John,Anderson,Oncology,Geriatrics,DO,LIC293284,NY,FAC000489,555-486-6284,dr.walker78@wrshealthproviders.com,False,True,2004-11-10,2023-08-13 23:53:57.982591
PRV000375,1000000375,David,Lewis,Internal Medicine,Critical Care,MD,LIC788468,NY,FAC000990,555-615-1380,dr.thompson44@wrshealthproviders.com,True,True,2022-12-02,2022-12-05 23:53:57.982591
PRV000376,1000000376,Richard,Martinez,Psychiatry,Critical Care,DO,LIC748337,AZ,FAC000493,555-532-9944,dr.walker2@wrshealthproviders.com,True,True,2005-12-16,2021-09-12 23:53:57.982591
PRV000377,1000000377,James,Wright,Pediatrics,Geriatrics,MD,LIC322184,IL,FAC000939,555-894-2230,dr.green63@wrshealthproviders.com,True,True,2010-04-03,2022-05-20 23:53:57.982591
PRV000378,1000000378,John,Lewis,Family Medicine,,MD,LIC612452,FL,FAC000845,555-793-8366,dr.hall2@wrshealthproviders.com,False,True,2005-06-26,2021-10-31 23:53:57.982591
PRV000379,1000000379,Nancy,Thompson,Obstetrics and Gynecology,Interventional,NP,LIC655218,IL,FAC000114,555-711-3198,dr.hall7@wrshealthproviders.com,False,True,2014-11-12,2024-12-28 23:53:57.982591
PRV000380,1000000380,David,Wright,General Surgery,Critical Care,MD,LIC210436,NY,FAC000279,555-260-5677,dr.hall72@wrshealthproviders.com,False,True,2015-09-22,2023-03-26 23:53:57.982591
PRV000381,1000000381,Nancy,Clark,Pediatrics,Interventional,MD,LIC868924,FL,FAC000035,555-203-8476,dr.young3@wrshealthproviders.com,True,True,2004-11-07,2021-04-13 23:53:57.982591
PRV000382,1000000382,John,Robinson,Neurology,Interventional,MD,LIC921051,PA,FAC000364,555-719-8255,dr.robinson95@wrshealthproviders.com,True,True,2015-06-05,2023-05-08 23:53:57.982591
PRV000383,1000000383,Richard,Baker,Family Medicine,Critical Care,MD,LIC360288,PA,FAC000825,555-108-4554,dr.green82@wrshealthproviders.com,True,False,2019-10-27,2023-12-03 23:53:57.982591
PRV000384,1000000384,Thomas,Scott,Endocrinology,Critical Care,MD,LIC258802,PA,FAC000462,555-226-1676,dr.nelson60@wrshealthproviders.com,True,True,2004-07-27,2024-02-11 23:53:57.982591
PRV000385,1000000385,Michelle,Anderson,Endocrinology,,DO,LIC526465,PA,FAC000867,555-670-2020,dr.scott76@wrshealthproviders.com,True,True,2016-10-20,2023-07-10 23:53:57.982591
