Transaction_ID,Date,Product,Category,Quantity,Unit_Price,Total_Price,Customer_Name,Region,Sales_Rep,Payment_Method,Discount_Applied
TXN00229,2024-07-28,Headphones,Accessories,4,236.1,944.4,Dustin Gallegos,East,Brenda Thornton,Credit Card,0
TXN00230,2023-04-21,Mouse,Accessories,3,19.3,57.9,Aaron Miller,South,Ruben Dunn,Cash,0
TXN00231,2024-06-22,Headphones,Accessories,3,138.26,414.78,Kelsey Rodriguez,Central,Eric Williams,Cash,0
TXN00232,2024-04-21,USB Cable,Accessories,3,13.58,40.74,Riley Bryant,West,Taylor Carlson,PayPal,0
TXN00233,2023-10-21,Laptop,Electronics,3,1502.3,4506.9,Jose Allen,Central,Jeffrey Mendez,Credit Card,0
TXN00234,2024-09-02,Keyboard,Accessories,3,95.79,287.37,Jason Beck,East,William Jones,Credit Card,0
TXN00235,2024-03-29,USB Cable,Accessories,5,9.84,49.2,Katie Mcneil,North,Jeanette Harrison,Cash,0
TXN00236,2023-09-24,USB Cable,Accessories,4,10.36,41.44,Veronica King,Central,Richard Cooper,PayPal,0
TXN00237,2023-05-29,Headphones,Accessories,4,258.29,1033.16,Lori Ingram,Central,Evelyn Williams,PayPal,0
TXN00238,2023-11-29,Standing Desk,Furniture,1,682.01,682.01,Robin Thompson,West,Julie Dominguez,Credit Card,0
TXN00239,2024-06-08,HDMI Cable,Accessories,4,29.37,117.48,Robin Brown,North,Judith Carter,Credit Card,0
TXN00240,2024-01-18,Desk Chair,Furniture,4,261.92,1047.68,Curtis Williams,West,Kaylee Hays,Credit Card,20
TXN00241,2024-05-22,Webcam,Electronics,2,60.75,121.5,Dawn Mullins,West,Howard Norman,Cash,0
TXN00242,2024-02-11,Laptop,Electronics,3,1752.21,5256.63,Evelyn Martinez,West,Steve Paul,Debit Card,0
TXN00243,2023-04-06,Desk Chair,Furniture,2,556.62,1113.24,Jasmine Beltran,North,Jonathan Glass MD,Cash,15
TXN00244,2023-04-25,Monitor,Electronics,3,205.33,615.99,Monica Miller,West,Samantha Gardner,PayPal,0
TXN00245,2023-11-17,Webcam,Electronics,1,80.59,80.59,Bobby Guerrero,West,Lance Simmons,Debit Card,0
TXN00246,2023-06-05,Webcam,Electronics,5,146.77,733.85,Heather Williams,West,Heather Bolton,Cash,0
TXN00247,2023-04-12,Desk Chair,Furniture,1,205.02,205.02,William Gould,North,Mark Cox,PayPal,10
TXN00248,2024-05-01,Webcam,Electronics,1,119.95,119.95,Meghan Cisneros,Central,Lawrence Harrington,PayPal,10
TXN00249,2023-03-04,USB Cable,Accessories,5,8.95,44.75,Austin Osborne,West,James Bradley,Credit Card,0
TXN00250,2023-04-13,Laptop,Electronics,3,2302.99,6908.97,Meghan Rush,Central,Phillip Berry,Cash,0
TXN00251,2023-07-16,Monitor,Electronics,2,576.66,1153.32,Jennifer Banks,North,Brian Fitzgerald,Cash,0
TXN00252,2024-08-14,USB Cable,Accessories,1,17.34,17.34,Mr. Justin Green III,East,Zachary Mitchell,Debit Card,0
TXN00253,2024-03-03,Webcam,Electronics,5,128.28,641.4,Katherine Martinez,West,Jodi Roach,Cash,0
TXN00254,2023-11-05,HDMI Cable,Accessories,2,27.97,55.94,Brandon Fleming,Central,Emma Reed,Debit Card,0
TXN00255,2023-07-27,Mouse,Accessories,4,21.49,85.96,Joshua Vance,North,Michelle Ho,Credit Card,0
TXN00256,2024-02-21,Keyboard,Accessories,1,31.7,31.7,Rebecca Hicks,East,Curtis Taylor,Cash,0
TXN00257,2024-04-14,USB Cable,Accessories,4,22.36,89.44,Allison Spencer,West,Robert Arnold,PayPal,0
TXN00258,2023-05-18,Webcam,Electronics,3,125.46,376.38,Angelica Parker,West,Dr. Kelly Hammond DVM,Cash,5
TXN00259,2024-12-30,Webcam,Electronics,4,92.2,368.8,William Day,North,Michael Cooper,PayPal,10
TXN00260,2023-04-29,Monitor,Electronics,5,498.9,2494.5,Penny Bowman,East,Vincent Reynolds,Debit Card,0
TXN00261,2023-07-12,Monitor,Electronics,1,201.73,201.73,Amy Martinez,East,Christopher Morris,Cash,0
TXN00262,2024-05-18,Mouse,Accessories,1,23.93,23.93,Hannah Everett,East,Sarah King,Credit Card,0
TXN00263,2024-03-25,HDMI Cable,Accessories,4,17.04,68.16,Krista Martinez,Central,Joseph Shaw,PayPal,0
TXN00264,2023-03-30,Monitor,Electronics,4,559.06,2236.24,Todd Moore,North,Michelle Jacobs,Cash,0
TXN00265,2023-03-20,Webcam,Electronics,2,105.35,210.7,Kristy Bryan,South,Angel May,Cash,0
TXN00266,2024-04-17,Headphones,Accessories,4,154.94,619.76,Marilyn Wang,West,Mark Jimenez,Cash,0
TXN00267,2024-08-28,HDMI Cable,Accessories,3,33.35,100.05,Donna Frye,West,Dr. Michael Evans,PayPal,0
TXN00268,2024-01-28,Desk Chair,Furniture,5,449.53,2247.65,Anthony Gonzales,North,Mr. Lawrence Edwards,Debit Card,0
TXN00269,2023-02-06,Standing Desk,Furniture,2,902.49,1804.98,Morgan Valencia,West,Bianca Wood,Credit Card,20
TXN00270,2023-08-09,Webcam,Electronics,1,130.7,130.7,Emma Owens,South,David Davis,Credit Card,10
TXN00271,2023-03-23,Desk Chair,Furniture,4,350.4,1401.6,James Gilbert,West,Sean Moore,PayPal,0
TXN00272,2024-04-06,Webcam,Electronics,4,102.25,409.0,Kenneth Edwards,East,Kathleen Robertson,Debit Card,0
TXN00273,2024-05-13,Monitor,Electronics,3,643.68,1931.04,Mr. Alexander Landry MD,Central,Cindy Gomez,PayPal,0
TXN00274,2023-04-17,Webcam,Electronics,2,78.45,156.9,Johnny Khan,South,Julie Herrera,PayPal,5
TXN00275,2024-10-05,Keyboard,Accessories,5,140.27,701.35,Jessica Khan,Central,Pamela Diaz,Cash,0
TXN00276,2023-06-30,Laptop,Electronics,1,1390.67,1390.67,Kelly Lee,East,Angel Gordon,Credit Card,0
TXN00277,2024-11-09,Desk Chair,Furniture,3,515.45,1546.35,Diana Hays,Central,Barbara Hester,Debit Card,20
TXN00278,2023-03-24,USB Cable,Accessories,4,19.77,79.08,Robert Morgan,South,Nicole Gonzalez,Credit Card,10
TXN00279,2023-10-30,Standing Desk,Furniture,3,618.67,1856.01,Kathryn Williams,East,Gary Wells,Credit Card,0
TXN00280,2023-04-22,Desk Chair,Furniture,5,214.64,1073.2,Larry Robertson,East,Louis Martin,Credit Card,0
TXN00281,2023-07-11,Monitor,Electronics,4,374.32,1497.28,Nancy Evans MD,Central,Kim Erickson,Cash,0
TXN00282,2024-03-03,Monitor,Electronics,1,312.59,312.59,Robert Richardson,Central,Veronica Silva,PayPal,20
TXN00283,2024-02-09,Webcam,Electronics,5,129.87,649.35,Molly Watts,South,John Coffey,PayPal,0
TXN00284,2024-03-22,Mouse,Accessories,3,71.42,214.26,Paula Lane,East,Lauren Jackson,Credit Card,15
TXN00285,2023-07-17,Mouse,Accessories,2,70.1,140.2,Lisa Randall,North,Michael Johnson,Credit Card,0
TXN00286,2023-10-14,Laptop,Electronics,5,1028.04,5140.2,Ashley Smith,West,Christian Vaughn,Debit Card,0
TXN00287,2024-11-07,Keyboard,Accessories,5,90.76,453.8,Reginald Knapp,Central,Nancy Brown,Credit Card,0
TXN00288,2024-07-28,Webcam,Electronics,5,116.98,584.9,Daniel Nguyen,North,Kelly Edwards,Credit Card,0
TXN00289,2024-04-15,Desk Chair,Furniture,4,313.54,1254.16,Thomas Peterson,South,Raymond Le,PayPal,0
TXN00290,2023-06-20,Laptop,Electronics,4,1203.85,4815.4,Melissa Bishop,North,David Grant,Credit Card,0
TXN00291,2024-01-02,HDMI Cable,Accessories,3,22.38,67.14,William Evans,Central,Daniel Bush,Cash,0
TXN00292,2024-12-25,HDMI Cable,Accessories,3,29.85,89.55,Gregory Peck,North,Denise Martinez,PayPal,0
TXN00293,2024-12-17,Monitor,Electronics,2,363.81,727.62,Jamie Baird,West,Tina Ballard,Cash,0
TXN00294,2024-08-07,Webcam,Electronics,1,94.23,94.23,Dwayne Klein,Central,Jeremy Scott,Debit Card,0
TXN00295,2024-09-05,HDMI Cable,Accessories,2,22.18,44.36,Dale Ryan,Central,Melissa Taylor,Debit Card,0
TXN00296,2024-05-02,Headphones,Accessories,3,50.31,150.93,Laurie Sanchez,East,Kiara Little,Cash,0
TXN00297,2024-04-06,Headphones,Accessories,2,113.63,227.26,Jason Love,West,Randy Smith,PayPal,0
TXN00298,2024-12-06,Laptop,Electronics,4,1682.86,6731.44,Tanya Russell,North,Sherry Woods,PayPal,15
TXN00299,2024-07-11,Headphones,Accessories,4,298.17,1192.68,Victor Morris,Central,Susan Davis,PayPal,0
TXN00300,2023-08-11,Standing Desk,Furniture,5,897.07,4485.35,Kimberly Sharp,West,Susan Thompson,PayPal,5
TXN00301,2024-02-14,Keyboard,Accessories,4,84.72,338.88,Casey Gillespie,Central,Jennifer Simpson DVM,Credit Card,0
TXN00302,2024-04-12,Keyboard,Accessories,5,34.21,171.05,Tammy Mcdowell,West,Keith Rodriguez,PayPal,0
TXN00303,2024-02-26,Laptop,Electronics,3,870.45,2611.35,Mrs. Virginia Daniels,West,Todd Rosales MD,Credit Card,0
TXN00304,2023-08-24,USB Cable,Accessories,5,20.16,100.8,Brian Martin,West,David Lopez,Debit Card,0
TXN00305,2023-12-23,Headphones,Accessories,2,50.18,100.36,Rachel Bradley,North,Casey Chase,PayPal,0
TXN00306,2024-06-22,Keyboard,Accessories,1,100.75,100.75,Samantha Robertson,West,Michael Lopez,Debit Card,0
TXN00307,2023-06-07,Desk Chair,Furniture,3,265.1,795.3,Franklin Wright,Central,David Molina,PayPal,5
TXN00308,2023-02-24,Keyboard,Accessories,5,111.88,559.4,Elizabeth Sharp,West,Matthew Schwartz,Credit Card,10
TXN00309,2023-05-02,Monitor,Electronics,1,761.28,761.28,Bryan Parker,Central,Jonathan Jacobson,Credit Card,0
TXN00310,2024-04-26,USB Cable,Accessories,2,20.25,40.5,Emily Wilson,North,Elizabeth Mendez,Debit Card,0
TXN00311,2023-12-16,Standing Desk,Furniture,5,807.31,4036.55,Casey Hernandez,South,Lisa Perry,PayPal,0
TXN00312,2023-07-22,USB Cable,Accessories,4,9.96,39.84,Kaitlin Medina,Central,Colleen Wright,Cash,0
TXN00313,2024-11-10,Desk Chair,Furniture,1,230.88,230.88,Shelley Miller,South,Michael Miller,Cash,0
TXN00314,2024-05-26,Mouse,Accessories,3,71.21,213.63,Amy Kelley,Central,Laura Hernandez,PayPal,0
TXN00315,2024-07-20,Standing Desk,Furniture,1,413.2,413.2,Joseph Wilson,South,Kevin Davis,PayPal,0
TXN00316,2024-08-08,Headphones,Accessories,2,237.82,475.64,Rhonda Chavez,East,Joyce Brown,Cash,5
TXN00317,2023-06-27,Webcam,Electronics,1,40.4,40.4,Robert Cummings,Central,Robert Reese,Debit Card,0
TXN00318,2023-03-16,Headphones,Accessories,4,213.84,855.36,Amber Cooper,West,Zachary Michael,Debit Card,0
TXN00319,2024-07-12,Monitor,Electronics,4,435.72,1742.88,Timothy Johnson,North,Randy Cannon,PayPal,0
TXN00320,2024-08-10,Desk Chair,Furniture,2,451.68,903.36,Maria Fisher,Central,Janet Kane DVM,PayPal,0
TXN00321,2024-10-07,HDMI Cable,Accessories,3,39.95,119.85,Michael Stanley,South,Martha Bailey,Credit Card,5
TXN00322,2023-02-09,Mouse,Accessories,5,58.71,293.55,Joshua Rice,South,Courtney Smith,Credit Card,0
TXN00323,2023-05-25,Webcam,Electronics,2,126.74,253.48,Edwin Nunez,Central,Kim Morrow,Credit Card,0
TXN00324,2023-08-28,Laptop,Electronics,4,1550.97,6203.88,Gregory Hill,South,Molly Rodriguez,Credit Card,5
TXN00325,2023-08-21,Keyboard,Accessories,2,131.65,263.3,Jennifer Miranda,West,Alexis Harris,Credit Card,0
TXN00326,2024-11-19,Standing Desk,Furniture,4,1018.23,4072.92,Andrew Harper,North,Amber Yang,Credit Card,0
TXN00327,2024-10-25,Monitor,Electronics,3,445.37,1336.11,David Robinson,East,Amy Gordon,Cash,0
TXN00328,2024-12-03,Mouse,Accessories,4,68.6,274.4,Robert Dennis,East,Kyle Chambers,PayPal,20
TXN00329,2024-02-09,Mouse,Accessories,5,43.53,217.65,Eric Thomas,West,Connie Turner,PayPal,0
TXN00330,2023-05-14,HDMI Cable,Accessories,2,32.82,65.64,Travis Hobbs,North,Lori Simmons,Cash,0
TXN00331,2024-09-10,HDMI Cable,Accessories,2,23.06,46.12,William David DDS,South,Emma Butler,Cash,0
TXN00332,2024-10-15,Laptop,Electronics,4,2149.81,8599.24,James Webster,North,Samuel Turner,Credit Card,0
TXN00333,2024-01-26,Keyboard,Accessories,3,52.5,157.5,Renee Melendez,West,Tracy Grant,Cash,0
TXN00334,2023-02-05,Mouse,Accessories,1,79.9,79.9,David Harris,West,Tammy Boone,Debit Card,0
TXN00335,2023-12-10,Webcam,Electronics,3,123.55,370.65,Nathaniel Lee,North,Michael Morrison,PayPal,0
TXN00336,2023-12-17,Headphones,Accessories,2,215.76,431.52,Chelsea Gill,West,Kristin Mendoza,PayPal,0
TXN00337,2024-07-13,Headphones,Accessories,4,205.53,822.12,Felicia Krueger,South,Timothy Hayden,Debit Card,0
TXN00338,2023-11-01,USB Cable,Accessories,4,22.29,89.16,Zachary Mendoza,East,Larry Harris,Debit Card,0
TXN00339,2023-03-15,Laptop,Electronics,5,1667.22,8336.1,Kristen Rowe,Central,Joseph Howard,PayPal,0
TXN00340,2023-08-05,Headphones,Accessories,4,164.28,657.12,Jose Crawford,East,William Harrison,Credit Card,0
TXN00341,2024-08-07,Mouse,Accessories,3,15.75,47.25,Suzanne Wood,West,Justin Walker,Cash,0
TXN00342,2023-07-28,Laptop,Electronics,4,1713.21,6852.84,Dean Donovan,Central,Jennifer Hernandez,Credit Card,0
TXN00343,2023-11-12,Keyboard,Accessories,5,108.97,544.85,James Whitaker,East,Mr. Michael Scott PhD,Credit Card,20
TXN00344,2023-11-11,Mouse,Accessories,3,28.37,85.11,Maria Henry,Central,Robert Jackson,Debit Card,0
TXN00345,2023-01-28,Webcam,Electronics,5,146.26,731.3,Katherine Stark,South,Maria Brown,Debit Card,0
TXN00346,2023-09-12,HDMI Cable,Accessories,3,8.77,26.31,Ryan Landry,Central,Pamela Gutierrez,Debit Card,15
TXN00347,2023-02-12,HDMI Cable,Accessories,4,19.84,79.36,Crystal Mann,East,Jonathan Brooks,Credit Card,0
TXN00348,2023-12-30,Laptop,Electronics,4,1578.06,6312.24,Mary Jensen,North,Mr. Aaron Arnold,Cash,0
TXN00349,2023-08-04,Standing Desk,Furniture,4,411.77,1647.08,Joseph Hill,South,Alicia Li,Debit Card,0
TXN00350,2024-10-26,Keyboard,Accessories,1,44.18,44.18,Renee Browning,East,Brent Hernandez,Cash,0
TXN00351,2023-07-30,Laptop,Electronics,1,1332.03,1332.03,Joseph Ochoa,East,James Watson,Credit Card,0
TXN00352,2024-07-29,Desk Chair,Furniture,2,561.74,1123.48,Karl Branch,West,Michael Abbott,Debit Card,0
TXN00353,2023-12-11,Desk Chair,Furniture,3,352.31,1056.93,Shannon Malone,West,James Tran,PayPal,0
TXN00354,2024-01-15,Headphones,Accessories,4,198.9,795.6,Adam Jackson,Central,Mr. Richard Knight PhD,Credit Card,10
TXN00355,2023-02-20,Headphones,Accessories,4,249.54,998.16,Joseph Williams,East,Sean Clay,PayPal,0
TXN00356,2024-04-20,Desk Chair,Furniture,5,235.21,1176.05,Anthony Jones,North,Stephanie Elliott,PayPal,0
TXN00357,2024-01-01,Monitor,Electronics,1,320.18,320.18,Timothy Edwards,North,Laurie Goodwin,Cash,0
TXN00358,2023-02-22,USB Cable,Accessories,2,13.18,26.36,Jennifer Jones,North,David Davenport,PayPal,0
TXN00359,2023-06-17,HDMI Cable,Accessories,3,20.2,60.6,Steven Rivera,North,Brenda Hinton,Cash,0
TXN00360,2024-12-26,Webcam,Electronics,2,113.51,227.02,Kathryn Mccann,East,Jeffrey Roberson,Cash,0
TXN00361,2024-01-01,Laptop,Electronics,4,2024.76,8099.04,Randy Friedman,South,Raymond Johnson,Cash,0
TXN00362,2023-11-05,Standing Desk,Furniture,1,418.32,418.32,Willie Henry,Central,Todd Reynolds,PayPal,5
TXN00363,2024-11-11,Desk Chair,Furniture,1,347.23,347.23,Mary Miller,West,Rebecca Marquez,Debit Card,0
TXN00364,2024-10-06,HDMI Cable,Accessories,1,31.73,31.73,Christian Dawson,West,Nancy Stewart,Cash,5
TXN00365,2023-06-17,Mouse,Accessories,3,56.61,169.83,Aaron Parker,South,Derrick Anderson,PayPal,10
TXN00366,2024-09-06,Laptop,Electronics,5,928.38,4641.9,Jerry Peters,West,Alexander Gomez,Cash,0
TXN00367,2024-10-23,USB Cable,Accessories,1,22.21,22.21,Kyle Nguyen,North,Edgar Hughes,Debit Card,0
TXN00368,2024-08-11,Desk Chair,Furniture,4,485.42,1941.68,Steven Stein,East,Laura Jackson,Debit Card,0
TXN00369,2024-12-23,HDMI Cable,Accessories,1,36.42,36.42,Charles Turner,North,Arthur Hamilton MD,Cash,0
TXN00370,2023-05-03,HDMI Cable,Accessories,4,30.36,121.44,Mr. David Wright,North,Linda Gonzalez,PayPal,0
TXN00371,2024-02-07,HDMI Cable,Accessories,1,29.93,29.93,Eric Rush,South,Manuel Brock,PayPal,5
TXN00372,2023-10-29,Standing Desk,Furniture,1,432.31,432.31,George Ochoa,North,Valerie Taylor,PayPal,0
TXN00373,2024-10-24,Laptop,Electronics,3,2203.33,6609.99,Travis Harris,South,Vincent Novak,Credit Card,5
TXN00374,2024-09-23,Webcam,Electronics,1,85.98,85.98,Michael Henry,North,Dana Bennett,PayPal,0
TXN00375,2024-09-18,USB Cable,Accessories,1,23.79,23.79,Jenna Wilson,South,Leslie Gardner,Debit Card,0
TXN00376,2023-09-02,Mouse,Accessories,1,53.39,53.39,Krista Benton,East,Michael Gonzales,Credit Card,0
TXN00377,2023-07-29,USB Cable,Accessories,5,8.51,42.55,Michael Fuentes,Central,Jennifer Porter,Credit Card,0
TXN00378,2023-02-03,HDMI Cable,Accessories,2,8.84,17.68,Dana Hopkins,South,Rachel Jones,Cash,0
TXN00379,2024-03-14,HDMI Cable,Accessories,4,10.19,40.76,Karen Morales DDS,Central,Melissa Stephens,Debit Card,0
TXN00380,2024-12-15,Mouse,Accessories,4,67.83,271.32,Heather Woodard,Central,Margaret Miller,Credit Card,0
TXN00381,2023-11-28,Monitor,Electronics,5,598.53,2992.65,Mary Kelly,South,Amanda Terrell,Debit Card,0
TXN00382,2023-12-03,Laptop,Electronics,3,2409.35,7228.05,Jennifer Goodwin,East,Jessica Smith,PayPal,0
TXN00383,2024-10-29,USB Cable,Accessories,5,16.08,80.4,Jorge Stone,West,Laura Griffin,Debit Card,0
TXN00384,2023-04-18,Monitor,Electronics,5,723.41,3617.05,Raymond Chapman,West,Haley Johnson,Cash,0
TXN00385,2023-07-20,Standing Desk,Furniture,5,827.13,4135.65,Jason Nixon,East,Todd Thomas,Cash,20
TXN00386,2024-02-24,Keyboard,Accessories,3,56.83,170.49,Jesse Clark,West,Mr. Jeffrey Horton,Debit Card,20
TXN00387,2023-02-23,Laptop,Electronics,1,1276.13,1276.13,Eric Patrick,South,Samuel Wong,Credit Card,0
TXN00388,2023-01-07,Desk Chair,Furniture,4,426.36,1705.44,Carly Riggs,Central,Christopher Moore,Debit Card,0
TXN00389,2024-08-19,Monitor,Electronics,2,639.95,1279.9,Tina Hall,South,Cody Davidson,Cash,5
TXN00390,2023-12-20,Desk Chair,Furniture,1,209.01,209.01,Allen Mendez,South,Kevin Price,Cash,0
TXN00391,2023-11-29,Desk Chair,Furniture,5,590.98,2954.9,Christine Goodwin,Central,Amy Garcia,PayPal,0
TXN00392,2024-08-31,Keyboard,Accessories,1,98.31,98.31,Chelsea Nguyen,North,Dennis Huffman,Cash,0
TXN00393,2024-04-16,Mouse,Accessories,4,60.77,243.08,Margaret Harper,North,Laurie Bailey,Cash,0
TXN00394,2023-07-10,Desk Chair,Furniture,1,531.18,531.18,Lisa Cervantes,North,Elizabeth Mendez,Credit Card,0
TXN00395,2024-09-22,USB Cable,Accessories,4,5.71,22.84,Cesar Wilson,South,Clayton Steele,Debit Card,0
TXN00396,2023-04-16,Standing Desk,Furniture,2,1100.25,2200.5,Jennifer Taylor,South,Cody Reid,Credit Card,0
TXN00397,2024-08-09,Webcam,Electronics,4,111.47,445.88,Maria Cooke,South,Katherine Taylor,Credit Card,20
TXN00398,2023-04-06,Desk Chair,Furniture,5,437.02,2185.1,Jerry Brown,South,Adam Taylor,Credit Card,0
TXN00399,2024-03-18,Headphones,Accessories,3,164.89,494.67,Tracey Wagner,South,Michael Perry PhD,Credit Card,0
TXN00400,2024-07-29,HDMI Cable,Accessories,1,22.89,22.89,Bradley Johnson DDS,West,Donald Medina,Debit Card,0
TXN00401,2024-03-17,HDMI Cable,Accessories,4,9.16,36.64,Jim Newton,East,Krista Wilson,Debit Card,0
TXN00402,2024-03-11,Keyboard,Accessories,2,117.91,235.82,Reginald Morrow,Central,Rodney Williams,Cash,5
TXN00403,2023-04-06,Webcam,Electronics,2,76.95,153.9,Kimberly Fritz,West,Ronald Potter,PayPal,0
TXN00404,2023-11-28,Headphones,Accessories,4,151.92,607.68,Zachary Cole,Central,Robert Gonzales,Cash,0
TXN00405,2024-09-13,USB Cable,Accessories,4,9.09,36.36,Patricia Young PhD,East,Heather Page,Credit Card,0
TXN00406,2024-01-18,Headphones,Accessories,4,274.57,1098.28,Carol Taylor,Central,Daniel Brown,Debit Card,15
TXN00407,2024-08-07,Keyboard,Accessories,4,77.72,310.88,Douglas Ryan,West,Michael Roberts,Cash,0
TXN00408,2024-06-06,Webcam,Electronics,3,122.86,368.58,Scott Duke,Central,Anna Estes,Debit Card,0
TXN00409,2023-10-09,Webcam,Electronics,1,45.12,45.12,Tamara Riddle,West,Beth Cline,Cash,0
TXN00410,2024-11-28,Desk Chair,Furniture,5,528.63,2643.15,Michael Poole,South,Megan Burns,PayPal,0
TXN00411,2023-08-31,Laptop,Electronics,3,936.85,2810.55,Debra Perry,East,Mark Beard,Debit Card,20
TXN00412,2024-03-24,HDMI Cable,Accessories,1,31.15,31.15,Jose Ramirez,North,Jackie Clements,PayPal,0
TXN00413,2024-04-14,Desk Chair,Furniture,4,438.82,1755.28,Aaron Schroeder,South,Monica Ellis,Cash,0
TXN00414,2023-12-29,Webcam,Electronics,1,128.92,128.92,Heather Brown,South,Claudia Jordan,Cash,15
TXN00415,2023-05-14,HDMI Cable,Accessories,3,35.37,106.11,Derrick Clayton,East,Kenneth Knight,PayPal,0
TXN00416,2023-01-30,Desk Chair,Furniture,5,238.34,1191.7,Mr. Michael Williams,East,Richard Stevens,Debit Card,0
TXN00417,2024-03-13,Mouse,Accessories,5,29.65,148.25,Scott Alexander,East,Tyler Harris,PayPal,0
TXN00418,2023-11-29,Headphones,Accessories,5,256.31,1281.55,Bonnie Santos,North,Timothy Hill,Debit Card,0
TXN00419,2023-03-05,HDMI Cable,Accessories,5,33.64,168.2,Danielle Watson,North,Carol Sanders,PayPal,0
TXN00420,2023-05-23,HDMI Cable,Accessories,5,17.98,89.9,Michael Young,Central,Michele Smith,PayPal,0
TXN00421,2023-12-07,Headphones,Accessories,1,69.29,69.29,Casey Perez,North,Alexandra Dominguez,Debit Card,0
TXN00422,2023-12-13,Keyboard,Accessories,4,145.49,581.96,Virginia Henderson,North,Benjamin Reyes,Credit Card,0
TXN00423,2024-10-29,Standing Desk,Furniture,3,911.47,2734.41,Ashley Edwards,West,Breanna Ayala,PayPal,0
TXN00424,2024-11-10,Standing Desk,Furniture,5,315.09,1575.45,Brandi Haney,West,Joseph Smith,Debit Card,0
TXN00425,2024-12-16,Desk Chair,Furniture,2,222.26,444.52,Jessica Bowen,North,Brittany Jenkins,Debit Card,0
TXN00426,2023-08-02,HDMI Cable,Accessories,3,25.8,77.4,Shannon Miller,West,Paul Lawrence,Cash,0
TXN00427,2024-05-20,Standing Desk,Furniture,1,1173.89,1173.89,Victor Edwards,South,Donald Miller,PayPal,0
TXN00428,2024-05-09,HDMI Cable,Accessories,4,19.73,78.92,Lindsay Lawson,East,Melissa Abbott,Debit Card,0
TXN00429,2024-01-26,Mouse,Accessories,3,74.0,222.0,Elizabeth Holmes,Central,Nicole Phillips,Credit Card,0
TXN00430,2024-05-13,Keyboard,Accessories,1,89.39,89.39,Steven Blevins,Central,Brian Porter MD,Credit Card,0
TXN00431,2024-09-09,Webcam,Electronics,3,125.92,377.76,Vanessa Hatfield,North,Bonnie Valencia,PayPal,5
TXN00432,2024-05-11,Mouse,Accessories,1,50.84,50.84,Holly Vega,South,Tiffany Townsend,Credit Card,0
TXN00433,2023-03-11,Mouse,Accessories,4,28.37,113.48,Austin Baker,East,Antonio Mccormick,PayPal,0
TXN00434,2023-01-15,Laptop,Electronics,2,2489.52,4979.04,Lori Mason,North,Michael Miller,PayPal,0
TXN00435,2024-05-14,Monitor,Electronics,4,229.84,919.36,Lisa Ramirez,North,Jorge Harris,Cash,0
TXN00436,2024-05-06,Keyboard,Accessories,2,117.57,235.14,Kimberly Myers,West,Sandra Becker,Debit Card,0
TXN00437,2024-07-03,Monitor,Electronics,2,377.2,754.4,Michael Blair,South,Amy Miller,PayPal,0
TXN00438,2024-10-29,HDMI Cable,Accessories,3,20.93,62.79,Jesse Lynch,Central,Patrick Yang,Cash,0
TXN00439,2023-09-14,USB Cable,Accessories,3,23.85,71.55,Michael Miles,West,Troy Mills,Cash,20
TXN00440,2023-08-22,Laptop,Electronics,5,2406.29,12031.45,Michelle Jackson,Central,Richard Adams,Debit Card,0
TXN00441,2023-04-07,Desk Chair,Furniture,3,539.58,1618.74,Patricia Johnson,South,Denise Brown,Credit Card,0
TXN00442,2024-09-07,Laptop,Electronics,3,934.57,2803.71,Laura Jones,South,Ian Porter,Credit Card,0
TXN00443,2024-04-07,Headphones,Accessories,3,267.46,802.38,Holly Scott,Central,Kenneth Sharp,PayPal,0
TXN00444,2024-11-20,Standing Desk,Furniture,1,661.37,661.37,Jordan Williams,North,Dana Ruiz,Credit Card,0
TXN00445,2023-06-26,Standing Desk,Furniture,4,1111.59,4446.36,Chris Velazquez,East,Kristen Sloan,Debit Card,0
TXN00446,2023-12-20,Laptop,Electronics,4,1374.26,5497.04,Jennifer Morris,North,Nathan Nelson,Debit Card,15
TXN00447,2023-06-20,Headphones,Accessories,4,67.26,269.04,Jake Shaw,South,Cassie Brock,PayPal,0
TXN00448,2023-03-02,Keyboard,Accessories,1,114.48,114.48,Dr. Andrea Marshall,West,Ryan Murphy,Cash,0
TXN00449,2024-05-13,Desk Chair,Furniture,3,446.78,1340.34,Aimee Gonzalez,South,Elizabeth Dean,Debit Card,0
TXN00450,2024-09-13,Laptop,Electronics,1,2118.93,2118.93,Kevin Snyder,North,Christie Mccullough,PayPal,0
TXN00451,2024-05-01,Monitor,Electronics,5,259.16,1295.8,Danielle Smith,Central,David Reed,PayPal,20
TXN00452,2024-01-19,Standing Desk,Furniture,3,882.06,2646.18,Sherry Tapia,South,Matthew Sweeney,Debit Card,0
TXN00453,2023-11-18,Monitor,Electronics,4,624.04,2496.16,Ashley Moreno,South,Johnathan Brown,Cash,0
TXN00454,2024-08-22,USB Cable,Accessories,2,16.02,32.04,Michelle Davis DVM,West,Kelly Haynes,Credit Card,0
TXN00455,2023-10-19,Monitor,Electronics,4,693.26,2773.04,William Miller,West,Casey Wilkins,Cash,10
TXN00456,2023-04-19,USB Cable,Accessories,2,9.52,19.04,Keith Graham,East,Cynthia Green,Debit Card,0
TXN00457,2023-08-06,Standing Desk,Furniture,5,1157.75,5788.75,Robert Haynes,Central,Emily Nelson,PayPal,0
