Order_ID,Order_Date,Customer_ID,Customer_Email,Product_Name,Product_Category,Price,Quantity,Shipping_Cost,Status,Delivery_Date,Rating
ORD000194,2025-01-14,CUST0045,nathaniel17@example.org,Automated multimedia extranet,Home & Garden,49.71,1,22.44,Delivered,2025-01-22,1.0
ORD000195,2025-01-29,CUST0100,pcarter@example.net,Multi-channeled hybrid algorithm,Home & Garden,153.58,9,29.16,Delivered,2025-02-04,1.0
ORD000196,2024-01-29,CUST0023,lisajordan@example.org,Multi-channeled dynamic archive,Home & Garden,363.32,7,8.33,Delivered,2024-02-11,1.0
ORD000197,2024-04-16,CUST0046,nathan51@example.org,Intuitive system-worthy access,Clothing,37.45,1,5.18,Delivered,2024-04-27,5.0
ORD000198,2025-05-10,CUST0035,jason95@example.org,Realigned asymmetric info-mediaries,Books,485.11,2,17.84,Delivered,2025-05-12,1.0
ORD000199,2024-06-08,CUST0070,alisongarcia@example.com,Universal real-time workforce,Clothing,373.22,7,18.74,Delivered,2024-06-13,4.0
ORD000200,2025-08-29,CUST0001,berrydebbie@example.net,Versatile intermediate functionalities,Clothing,407.49,1,11.38,Cancelled,,
ORD000201,2025-07-24,CUST0041,james07@example.com,Balanced even-keeled instruction set,Electronics,165.53,6,9.45,Delivered,2025-08-04,4.0
ORD000202,2024-02-01,CUST0031,chavezcarolyn@example.net,Networked disintermediate orchestration,Electronics,417.96,6,13.37,Delivered,2024-02-13,1.0
ORD000203,2023-11-17,CUST0088,andrew90@example.com,Horizontal clear-thinking initiative,Sports,266.88,7,22.52,Delivered,2023-11-24,2.0
ORD000204,2023-11-29,CUST0060,rogersallen@example.com,Cross-platform intangible success,Sports,230.0,1,15.59,Delivered,2023-12-10,3.0
ORD000205,2024-06-21,CUST0082,logan56@example.org,Realigned zero-defect functionalities,Sports,400.02,5,20.5,Delivered,2024-07-04,3.0
ORD000206,2024-11-18,CUST0064,longheather@example.com,Proactive secondary capability,Sports,229.68,3,26.87,Delivered,2024-11-29,3.0
ORD000207,2025-08-16,CUST0002,sharon10@example.org,Business-focused 24/7 challenge,Sports,259.81,2,14.07,Delivered,2025-08-23,4.0
ORD000208,2024-01-21,CUST0067,michelle63@example.org,Cross-group content-based success,Books,135.47,6,22.55,Delivered,2024-01-31,2.0
ORD000209,2025-10-01,CUST0066,lisa80@example.net,Business-focused empowering toolset,Home & Garden,54.16,4,18.49,Delivered,2025-10-07,4.0
ORD000210,2023-12-04,CUST0062,williamskevin@example.com,Managed system-worthy pricing structure,Sports,209.36,3,10.29,Delivered,2023-12-17,5.0
ORD000211,2025-07-07,CUST0039,knelson@example.org,Reduced logistical capability,Home & Garden,363.12,5,20.47,Delivered,2025-07-19,2.0
ORD000212,2024-02-07,CUST0070,michelle96@example.net,Organized static capability,Sports,118.65,5,9.97,Delivered,2024-02-21,1.0
ORD000213,2024-12-10,CUST0051,beckystanley@example.com,Inverse zero administration superstructure,Electronics,235.15,4,22.63,Cancelled,,
ORD000214,2024-11-09,CUST0052,christophermiranda@example.net,Configurable heuristic open architecture,Home & Garden,272.51,5,16.43,Delivered,2024-11-20,4.0
ORD000215,2025-08-10,CUST0015,donnamoss@example.org,Team-oriented asynchronous archive,Home & Garden,350.99,7,6.38,Delivered,2025-08-23,4.0
ORD000216,2024-11-19,CUST0022,lewisellen@example.com,Networked content-based matrix,Clothing,346.38,6,10.98,Delivered,2024-11-27,1.0
ORD000217,2024-01-21,CUST0080,jason98@example.net,Intuitive well-modulated function,Home & Garden,167.1,3,17.76,Pending,,
ORD000218,2025-05-04,CUST0024,grios@example.org,De-engineered directional hierarchy,Electronics,497.61,7,12.31,Delivered,2025-05-12,4.0
ORD000219,2024-08-26,CUST0042,gparrish@example.org,Vision-oriented impactful core,Sports,439.08,7,20.58,Delivered,2024-08-28,4.0
ORD000220,2023-12-24,CUST0045,rodney49@example.net,Customer-focused client-server Local Area Network,Sports,175.6,7,19.64,Delivered,2024-01-02,5.0
ORD000221,2025-09-11,CUST0055,mcgeejohn@example.com,Enterprise-wide encompassing algorithm,Sports,449.74,9,5.07,Delivered,2025-09-23,4.0
ORD000222,2024-11-04,CUST0051,hbell@example.net,Configurable heuristic Internet solution,Home & Garden,117.06,2,13.41,Delivered,2024-11-06,1.0
ORD000223,2024-04-13,CUST0067,randyjordan@example.com,Business-focused leadingedge flexibility,Home & Garden,177.32,5,5.66,Delivered,2024-04-19,2.0
ORD000224,2024-08-14,CUST0001,williamspatrick@example.com,Ergonomic explicit core,Books,417.21,8,9.89,Delivered,2024-08-28,5.0
ORD000225,2024-09-08,CUST0008,brookemoreno@example.com,Programmable intermediate benchmark,Electronics,69.81,9,6.47,Delivered,2024-09-10,1.0
ORD000226,2025-04-13,CUST0090,lucassusan@example.org,Customizable actuating alliance,Home & Garden,387.84,1,28.5,Delivered,2025-04-22,2.0
ORD000227,2025-01-20,CUST0002,john81@example.com,Face-to-face regional standardization,Home & Garden,387.65,4,29.11,Delivered,2025-01-31,4.0
ORD000228,2025-05-09,CUST0083,gmyers@example.org,Upgradable system-worthy flexibility,Clothing,68.62,10,28.66,Delivered,2025-05-17,2.0
ORD000229,2024-11-19,CUST0032,georgeharris@example.net,Horizontal tertiary policy,Sports,131.56,3,7.56,Delivered,2024-11-23,4.0
ORD000230,2024-06-11,CUST0023,daviswesley@example.net,Secured mission-critical support,Clothing,238.22,2,15.68,Delivered,2024-06-24,4.0
ORD000231,2024-06-25,CUST0067,georgemaldonado@example.org,Enterprise-wide full-range knowledgebase,Clothing,329.91,9,23.04,Shipped,,
ORD000232,2024-02-19,CUST0050,waderonnie@example.org,Enhanced empowering archive,Clothing,358.2,9,25.51,Delivered,2024-02-21,5.0
ORD000233,2024-03-12,CUST0092,wheelertara@example.net,Adaptive mobile encryption,Home & Garden,310.28,5,15.3,Cancelled,,
ORD000234,2024-11-02,CUST0041,williamsandre@example.net,Implemented discrete moderator,Books,141.28,2,19.15,Delivered,2024-11-07,4.0
ORD000235,2024-11-25,CUST0015,karirowe@example.org,Innovative user-facing groupware,Sports,385.9,2,24.34,Delivered,2024-12-03,1.0
ORD000236,2024-10-17,CUST0042,inavarro@example.com,Switchable mobile extranet,Clothing,335.13,7,28.24,Delivered,2024-10-23,4.0
ORD000237,2024-08-09,CUST0044,wsmith@example.com,Triple-buffered full-range model,Home & Garden,373.69,10,26.07,Delivered,2024-08-14,1.0
ORD000238,2025-06-24,CUST0038,rrodriguez@example.net,Upgradable scalable adapter,Electronics,121.3,5,26.31,Delivered,2025-06-29,2.0
ORD000239,2024-02-23,CUST0084,qchase@example.org,Multi-channeled modular algorithm,Electronics,241.17,8,5.72,Delivered,2024-02-28,4.0
ORD000240,2024-05-08,CUST0081,vhoward@example.org,Ergonomic homogeneous productivity,Home & Garden,283.26,1,6.7,Delivered,2024-05-14,4.0
ORD000241,2024-01-23,CUST0080,natalie87@example.net,Enhanced empowering service-desk,Clothing,25.2,9,6.94,Delivered,2024-01-27,2.0
ORD000242,2024-07-28,CUST0069,peter64@example.com,Ergonomic 6thgeneration paradigm,Sports,386.86,8,18.91,Pending,,
ORD000243,2024-12-08,CUST0053,mary16@example.com,Re-contextualized grid-enabled forecast,Home & Garden,302.8,5,14.07,Delivered,2024-12-16,5.0
ORD000244,2024-01-25,CUST0089,portergina@example.com,Synergized coherent model,Electronics,292.91,6,7.56,Delivered,2024-02-06,2.0
ORD000245,2024-06-13,CUST0045,kevinroberts@example.com,Advanced logistical analyzer,Clothing,43.05,4,28.36,Delivered,2024-06-20,4.0
ORD000246,2024-04-17,CUST0068,margaret10@example.com,Integrated 24hour Internet solution,Books,343.84,8,15.45,Delivered,2024-04-22,2.0
ORD000247,2024-07-31,CUST0085,williamsdevin@example.com,Profit-focused static throughput,Home & Garden,237.27,7,20.63,Delivered,2024-08-10,4.0
ORD000248,2025-01-09,CUST0027,stephaniereeves@example.org,Upgradable dedicated Internet solution,Electronics,334.82,3,27.93,Delivered,2025-01-18,4.0
ORD000249,2025-01-28,CUST0078,carterantonio@example.com,Fully-configurable systematic productivity,Electronics,280.99,1,27.19,Delivered,2025-02-06,3.0
ORD000250,2024-08-27,CUST0090,gross@example.com,Innovative radical function,Sports,374.41,3,13.34,Delivered,2024-09-04,4.0
ORD000251,2024-03-14,CUST0012,ushelton@example.net,Devolved systemic throughput,Books,338.81,9,18.11,Delivered,2024-03-27,1.0
ORD000252,2024-04-03,CUST0089,derek83@example.com,Integrated attitude-oriented framework,Electronics,59.29,3,25.22,Delivered,2024-04-11,1.0
ORD000253,2025-01-14,CUST0095,ygardner@example.com,Cross-platform client-driven moderator,Books,19.56,8,12.85,Delivered,2025-01-16,1.0
ORD000254,2024-10-09,CUST0046,william57@example.com,Optimized maximized instruction set,Home & Garden,165.72,3,23.57,Delivered,2024-10-15,4.0
ORD000255,2024-09-14,CUST0097,jjohnson@example.org,Visionary intangible array,Home & Garden,276.81,5,22.58,Delivered,2024-09-22,4.0
ORD000256,2025-06-10,CUST0089,christinaturner@example.org,Reduced multimedia hub,Home & Garden,350.34,7,17.24,Delivered,2025-06-15,4.0
ORD000257,2024-02-07,CUST0015,brian62@example.com,Synchronized 24hour Local Area Network,Electronics,252.84,9,21.25,Delivered,2024-02-20,4.0
ORD000258,2025-07-20,CUST0070,fcombs@example.org,Future-proofed solution-oriented benchmark,Clothing,86.12,1,13.03,Delivered,2025-08-01,4.0
ORD000259,2024-07-17,CUST0079,shortariana@example.net,Managed analyzing capability,Electronics,422.57,7,24.15,Delivered,2024-07-30,4.0
ORD000260,2025-05-29,CUST0099,mileszachary@example.net,User-centric modular challenge,Books,28.23,6,18.96,Delivered,2025-06-06,3.0
ORD000261,2024-04-22,CUST0024,kevincollins@example.org,Pre-emptive regional solution,Home & Garden,78.2,4,21.42,Delivered,2024-04-28,3.0
ORD000262,2024-04-04,CUST0099,joneseric@example.org,Programmable bandwidth-monitored encryption,Books,428.42,8,6.64,Delivered,2024-04-06,2.0
ORD000263,2024-04-07,CUST0061,wellsmarissa@example.com,Object-based analyzing capability,Electronics,244.0,9,27.11,Delivered,2024-04-15,2.0
ORD000264,2024-06-20,CUST0087,lwebb@example.org,Quality-focused empowering pricing structure,Clothing,391.09,6,22.13,Delivered,2024-06-30,5.0
ORD000265,2025-04-13,CUST0092,nvillarreal@example.org,Optional client-server productivity,Clothing,440.85,1,21.3,Delivered,2025-04-25,1.0
ORD000266,2023-11-17,CUST0049,donaldgarner@example.org,Down-sized multimedia support,Electronics,431.84,3,25.8,Delivered,2023-11-22,4.0
ORD000267,2025-04-27,CUST0082,thomasroberts@example.net,Cross-platform optimizing methodology,Books,339.77,8,5.28,Delivered,2025-05-05,5.0
ORD000268,2024-08-12,CUST0025,peter17@example.com,Optimized client-server algorithm,Home & Garden,35.39,3,14.6,Delivered,2024-08-20,5.0
ORD000269,2024-06-08,CUST0051,ywilson@example.org,Reduced exuding alliance,Clothing,385.53,8,26.35,Delivered,2024-06-10,1.0
ORD000270,2025-03-16,CUST0060,wwilliams@example.org,Persistent uniform knowledgebase,Sports,247.12,9,19.88,Delivered,2025-03-18,4.0
ORD000271,2024-06-03,CUST0033,holdenmichael@example.net,Expanded grid-enabled strategy,Clothing,211.09,1,24.8,Delivered,2024-06-13,4.0
ORD000272,2024-12-12,CUST0078,lpalmer@example.net,Distributed heuristic projection,Clothing,11.79,4,13.57,Delivered,2024-12-25,4.0
ORD000273,2025-05-12,CUST0098,stephen24@example.net,Innovative hybrid architecture,Home & Garden,297.3,4,9.34,Delivered,2025-05-25,1.0
ORD000274,2025-10-12,CUST0061,ebennett@example.net,Switchable contextually-based orchestration,Electronics,10.49,9,13.58,Delivered,2025-10-23,1.0
ORD000275,2025-05-04,CUST0010,david59@example.net,Monitored optimal process improvement,Sports,345.01,2,24.26,Delivered,2025-05-15,5.0
ORD000276,2025-08-06,CUST0052,bjones@example.net,Diverse discrete attitude,Sports,40.0,5,21.93,Delivered,2025-08-13,4.0
ORD000277,2025-03-31,CUST0041,portererin@example.com,Virtual discrete throughput,Electronics,211.57,9,29.54,Delivered,2025-04-04,1.0
ORD000278,2025-07-21,CUST0091,danielgilmore@example.net,Networked web-enabled instruction set,Sports,34.0,9,24.56,Delivered,2025-08-01,5.0
ORD000279,2025-10-17,CUST0039,brownjohn@example.org,User-friendly asynchronous intranet,Home & Garden,285.24,7,5.29,Delivered,2025-10-30,5.0
ORD000280,2025-06-15,CUST0053,catherine02@example.com,Customer-focused tangible knowledge user,Sports,284.19,8,19.69,Delivered,2025-06-23,1.0
ORD000281,2024-08-20,CUST0038,vanessaberry@example.org,Exclusive eco-centric matrix,Home & Garden,282.12,9,21.27,Delivered,2024-08-22,4.0
ORD000282,2024-10-05,CUST0020,jeremiah26@example.net,Ergonomic background paradigm,Sports,357.4,1,17.27,Delivered,2024-10-19,1.0
ORD000283,2023-11-19,CUST0096,harrislisa@example.org,Multi-lateral zero-defect installation,Home & Garden,361.11,7,29.94,Delivered,2023-12-02,2.0
ORD000284,2025-01-15,CUST0069,petersonfaith@example.net,Stand-alone multi-tasking methodology,Clothing,50.26,5,17.9,Delivered,2025-01-20,5.0
ORD000285,2024-03-27,CUST0003,ashleywells@example.com,Multi-channeled regional open architecture,Sports,447.1,9,17.12,Delivered,2024-04-02,1.0
ORD000286,2025-08-24,CUST0059,lauriegonzales@example.net,Multi-tiered asynchronous open system,Home & Garden,77.59,6,28.36,Delivered,2025-08-28,1.0
ORD000287,2023-12-31,CUST0073,kimberlyevans@example.org,Proactive discrete application,Books,291.0,9,16.24,Delivered,2024-01-02,2.0
ORD000288,2025-02-10,CUST0070,andrew44@example.com,Triple-buffered heuristic architecture,Sports,248.14,5,26.37,Delivered,2025-02-12,5.0
ORD000289,2025-09-08,CUST0050,tammyjones@example.net,Front-line multi-state pricing structure,Sports,193.01,2,24.78,Delivered,2025-09-12,3.0
ORD000290,2024-11-23,CUST0045,reginald08@example.net,Customizable optimal leverage,Clothing,182.58,1,16.63,Cancelled,,
ORD000291,2025-10-28,CUST0023,denise05@example.com,Fundamental dedicated groupware,Books,260.26,5,17.75,Delivered,2025-10-31,3.0
ORD000292,2025-09-20,CUST0016,tayloramy@example.net,Managed web-enabled protocol,Sports,330.02,7,21.82,Delivered,2025-09-24,4.0
ORD000293,2025-10-09,CUST0022,youngcharles@example.net,Seamless tangible task-force,Electronics,175.52,8,29.38,Delivered,2025-10-21,4.0
ORD000294,2025-07-20,CUST0043,reedchad@example.com,Right-sized user-facing pricing structure,Electronics,37.76,2,27.31,Delivered,2025-08-02,5.0
ORD000295,2025-10-22,CUST0044,claytimothy@example.org,Future-proofed uniform analyzer,Sports,360.47,8,5.86,Delivered,2025-10-31,5.0
ORD000296,2024-01-20,CUST0096,crawfordjeffrey@example.com,Optional mission-critical framework,Clothing,151.87,1,5.53,Cancelled,,
ORD000297,2025-06-30,CUST0047,andrewbrown@example.org,Public-key real-time implementation,Books,221.73,8,8.26,Delivered,2025-07-02,4.0
ORD000298,2025-04-13,CUST0043,tranbrett@example.com,Total clear-thinking Internet solution,Sports,144.68,6,8.95,Delivered,2025-04-20,4.0
ORD000299,2025-04-28,CUST0006,hdunn@example.com,Decentralized reciprocal hub,Sports,142.06,3,23.82,Delivered,2025-05-04,5.0
ORD000300,2024-07-31,CUST0075,matthewhull@example.org,Focused background parallelism,Home & Garden,459.96,5,19.08,Pending,,
ORD000301,2023-11-08,CUST0046,robertgoodwin@example.net,Re-contextualized 6thgeneration website,Books,33.13,10,29.43,Delivered,2023-11-10,3.0
ORD000302,2023-11-12,CUST0079,lisajones@example.org,Organic contextually-based forecast,Books,365.03,3,29.02,Shipped,,
ORD000303,2023-12-04,CUST0095,michael34@example.org,Robust hybrid matrices,Home & Garden,380.45,10,25.99,Delivered,2023-12-09,2.0
ORD000304,2025-03-25,CUST0059,douglascharles@example.net,Expanded modular strategy,Sports,78.18,10,14.46,Delivered,2025-04-08,4.0
ORD000305,2025-05-25,CUST0094,priscilla37@example.net,Innovative high-level time-frame,Clothing,13.19,10,21.15,Delivered,2025-06-04,2.0
ORD000306,2025-01-02,CUST0057,misty38@example.com,Intuitive tangible moratorium,Clothing,271.94,4,5.19,Delivered,2025-01-08,2.0
ORD000307,2024-11-26,CUST0087,brownrachel@example.net,Secured mobile focus group,Home & Garden,128.36,2,11.72,Delivered,2024-12-06,1.0
ORD000308,2023-12-31,CUST0041,rhondaskinner@example.net,Focused fault-tolerant support,Sports,303.27,9,9.28,Delivered,2024-01-10,4.0
ORD000309,2025-01-03,CUST0035,davidhardy@example.org,Automated disintermediate standardization,Sports,203.68,5,20.61,Delivered,2025-01-10,2.0
ORD000310,2024-10-07,CUST0026,bbenton@example.com,Automated encompassing focus group,Clothing,218.44,8,13.95,Delivered,2024-10-12,2.0
ORD000311,2025-01-30,CUST0019,fevans@example.org,Grass-roots reciprocal info-mediaries,Clothing,490.41,10,12.49,Delivered,2025-02-11,4.0
ORD000312,2024-11-19,CUST0003,roypatrick@example.org,Face-to-face demand-driven implementation,Sports,391.57,3,14.42,Delivered,2024-12-03,3.0
ORD000313,2024-03-23,CUST0054,qpatel@example.com,Automated needs-based task-force,Books,94.77,10,6.56,Delivered,2024-04-01,4.0
ORD000314,2024-07-28,CUST0041,kentkaren@example.com,Fundamental web-enabled parallelism,Clothing,464.17,7,15.05,Delivered,2024-08-07,1.0
ORD000315,2024-04-17,CUST0038,petersonmaria@example.com,Optimized zero tolerance superstructure,Sports,307.92,4,21.53,Delivered,2024-04-25,4.0
ORD000316,2025-10-22,CUST0056,aguirreangela@example.net,Synergistic executive monitoring,Home & Garden,219.96,1,8.89,Delivered,2025-11-04,1.0
ORD000317,2024-10-26,CUST0001,karmstrong@example.net,Fundamental cohesive implementation,Electronics,310.89,6,18.25,Delivered,2024-11-01,2.0
ORD000318,2024-10-28,CUST0038,davidsmith@example.net,Grass-roots attitude-oriented encryption,Electronics,189.67,8,29.41,Delivered,2024-11-07,2.0
ORD000319,2025-06-22,CUST0020,matthew60@example.net,Grass-roots high-level flexibility,Electronics,36.56,10,11.33,Delivered,2025-07-01,3.0
ORD000320,2025-03-27,CUST0087,kimberly90@example.org,Integrated non-volatile protocol,Clothing,61.05,6,18.06,Delivered,2025-04-07,5.0
ORD000321,2024-07-07,CUST0006,melanie77@example.org,Organic 24/7 Local Area Network,Home & Garden,268.33,4,26.82,Delivered,2024-07-18,2.0
ORD000322,2023-11-29,CUST0075,timothy83@example.com,Centralized optimal artificial intelligence,Sports,355.64,3,6.42,Delivered,2023-12-03,1.0
ORD000323,2024-06-02,CUST0026,stephanie72@example.com,Visionary zero tolerance focus group,Clothing,108.14,5,28.22,Delivered,2024-06-11,3.0
ORD000324,2024-05-20,CUST0079,omartinez@example.org,Digitized regional projection,Sports,31.67,1,21.39,Delivered,2024-06-03,1.0
ORD000325,2023-12-09,CUST0082,dannyjohnson@example.net,Profit-focused leadingedge paradigm,Clothing,351.85,6,9.08,Delivered,2023-12-19,1.0
ORD000326,2024-07-04,CUST0045,tranjeremy@example.net,Fundamental eco-centric adapter,Sports,102.79,8,13.54,Cancelled,,
ORD000327,2025-04-10,CUST0065,amber09@example.org,Monitored bi-directional archive,Sports,262.35,9,12.54,Delivered,2025-04-18,1.0
ORD000328,2024-11-28,CUST0016,ewilson@example.org,Expanded fresh-thinking orchestration,Clothing,62.26,9,8.52,Delivered,2024-12-05,5.0
ORD000329,2024-08-15,CUST0029,bjones@example.com,Digitized 4thgeneration Graphic Interface,Sports,173.02,3,7.69,Delivered,2024-08-26,1.0
ORD000330,2025-02-14,CUST0090,matthew65@example.com,Implemented regional algorithm,Books,126.17,1,26.51,Delivered,2025-02-16,1.0
ORD000331,2024-03-04,CUST0052,bradley29@example.org,Customer-focused real-time data-warehouse,Sports,17.07,1,12.32,Delivered,2024-03-18,5.0
ORD000332,2025-07-20,CUST0085,william89@example.net,Monitored didactic implementation,Clothing,249.3,3,5.59,Pending,,
ORD000333,2025-08-07,CUST0003,sandovaledward@example.net,Configurable asynchronous definition,Books,276.34,10,17.5,Delivered,2025-08-17,4.0
ORD000334,2025-01-13,CUST0047,hryan@example.net,Business-focused real-time leverage,Home & Garden,179.82,2,24.08,Delivered,2025-01-16,4.0
ORD000335,2025-03-27,CUST0013,mstewart@example.net,Implemented dynamic groupware,Home & Garden,408.02,2,27.23,Delivered,2025-04-04,1.0
ORD000336,2024-05-07,CUST0010,jerry51@example.net,Front-line leadingedge superstructure,Clothing,90.57,1,27.95,Delivered,2024-05-20,4.0
ORD000337,2025-09-14,CUST0053,wcox@example.net,Profit-focused asynchronous hierarchy,Sports,309.25,7,23.11,Delivered,2025-09-23,3.0
ORD000338,2025-03-22,CUST0012,cjacobs@example.com,Focused non-volatile capacity,Home & Garden,275.87,7,7.31,Delivered,2025-03-26,4.0
ORD000339,2025-10-20,CUST0050,kimberlyrussell@example.net,Synchronized client-driven portal,Sports,284.48,6,12.89,Delivered,2025-10-22,5.0
ORD000340,2024-05-21,CUST0054,matthew11@example.com,Operative motivating circuit,Clothing,283.06,4,17.43,Delivered,2024-05-24,1.0
ORD000341,2025-01-21,CUST0085,xchen@example.org,Enterprise-wide logistical access,Electronics,424.02,3,27.22,Delivered,2025-01-31,3.0
ORD000342,2024-03-09,CUST0012,barneskathy@example.net,Phased value-added attitude,Sports,48.57,10,19.34,Delivered,2024-03-15,2.0
ORD000343,2024-02-07,CUST0041,bassandrew@example.org,Compatible clear-thinking migration,Books,333.21,3,5.86,Delivered,2024-02-10,4.0
ORD000344,2025-09-04,CUST0045,wstrong@example.org,Open-architected tangible open architecture,Clothing,14.61,2,18.12,Delivered,2025-09-07,5.0
ORD000345,2024-05-06,CUST0019,david59@example.net,Seamless bi-directional success,Clothing,418.91,5,7.64,Delivered,2024-05-17,5.0
ORD000346,2023-12-06,CUST0025,rodgersmichael@example.com,Open-source responsive knowledge user,Sports,468.76,6,24.19,Delivered,2023-12-19,2.0
ORD000347,2025-05-29,CUST0043,eroberts@example.net,Devolved upward-trending contingency,Clothing,353.0,10,14.63,Delivered,2025-06-06,4.0
ORD000348,2025-05-16,CUST0012,hernandezalan@example.net,Multi-layered systematic projection,Sports,196.62,8,27.4,Delivered,2025-05-30,2.0
ORD000349,2024-10-18,CUST0075,lflores@example.net,Up-sized optimizing focus group,Sports,319.13,10,10.15,Delivered,2024-10-27,1.0
ORD000350,2025-06-23,CUST0003,halltrevor@example.org,Re-contextualized multi-state moderator,Sports,452.82,10,27.55,Delivered,2025-07-04,1.0
ORD000351,2025-01-24,CUST0072,ymitchell@example.com,Versatile context-sensitive circuit,Sports,281.26,10,12.47,Delivered,2025-02-05,1.0
ORD000352,2023-12-03,CUST0024,russellramirez@example.net,Intuitive bandwidth-monitored hardware,Home & Garden,63.39,2,7.01,Delivered,2023-12-09,2.0
ORD000353,2024-06-09,CUST0050,davidhill@example.com,Face-to-face composite forecast,Home & Garden,252.35,9,9.65,Delivered,2024-06-14,5.0
ORD000354,2025-10-30,CUST0059,vanessa13@example.net,Grass-roots client-server attitude,Clothing,168.8,9,19.09,Delivered,2025-11-04,4.0
ORD000355,2024-04-09,CUST0047,anthonyorr@example.net,Public-key content-based ability,Clothing,128.05,10,9.73,Delivered,2024-04-13,2.0
ORD000356,2024-11-14,CUST0057,woodjuan@example.net,Optimized upward-trending intranet,Electronics,393.75,1,7.47,Delivered,2024-11-17,1.0
ORD000357,2024-12-09,CUST0077,mariahphillips@example.org,Universal tertiary capability,Electronics,156.01,3,27.31,Delivered,2024-12-19,4.0
ORD000358,2024-10-11,CUST0037,fsnyder@example.org,Grass-roots upward-trending secured line,Clothing,125.48,5,28.7,Delivered,2024-10-22,3.0
ORD000359,2024-01-30,CUST0012,linda31@example.com,Diverse motivating groupware,Clothing,381.02,1,13.87,Pending,,
ORD000360,2024-06-02,CUST0037,gmccoy@example.net,Vision-oriented asynchronous strategy,Sports,488.85,5,17.47,Delivered,2024-06-15,5.0
ORD000361,2025-04-18,CUST0002,patricia06@example.org,Triple-buffered multi-state functionalities,Books,100.04,10,14.21,Delivered,2025-04-27,3.0
ORD000362,2024-03-27,CUST0027,averycourtney@example.org,Devolved optimizing implementation,Electronics,261.53,7,20.14,Delivered,2024-04-06,1.0
ORD000363,2025-09-08,CUST0081,emilybaker@example.org,Pre-emptive contextually-based superstructure,Sports,244.66,10,27.91,Delivered,2025-09-17,1.0
ORD000364,2024-11-20,CUST0010,david18@example.net,User-friendly didactic ability,Electronics,364.02,10,15.19,Delivered,2024-12-02,2.0
ORD000365,2024-10-03,CUST0023,henrycheryl@example.net,Enhanced 5thgeneration instruction set,Sports,136.51,6,13.61,Delivered,2024-10-16,2.0
ORD000366,2025-04-18,CUST0063,christina93@example.net,Monitored mission-critical moderator,Home & Garden,368.93,4,18.29,Delivered,2025-04-24,3.0
ORD000367,2025-03-25,CUST0056,nataliepittman@example.com,Synchronized mobile matrix,Books,163.4,7,10.11,Delivered,2025-04-04,4.0
ORD000368,2025-07-11,CUST0093,iharper@example.com,Implemented bandwidth-monitored definition,Books,194.43,1,8.75,Delivered,2025-07-19,2.0
ORD000369,2024-01-27,CUST0018,robert75@example.org,Switchable interactive budgetary management,Books,450.99,2,9.73,Delivered,2024-02-07,1.0
ORD000370,2024-03-16,CUST0029,qhuber@example.org,Monitored tangible infrastructure,Clothing,132.07,1,12.68,Delivered,2024-03-25,1.0
ORD000371,2025-05-01,CUST0008,kimwebb@example.com,Right-sized incremental software,Electronics,230.45,1,13.81,Delivered,2025-05-15,2.0
ORD000372,2024-05-01,CUST0068,carterwilliam@example.com,Centralized next generation throughput,Home & Garden,119.34,6,28.08,Shipped,,
ORD000373,2024-07-09,CUST0090,emily66@example.com,Optimized impactful firmware,Clothing,347.94,5,12.89,Delivered,2024-07-23,1.0
ORD000374,2025-10-09,CUST0032,adamsjessica@example.com,Sharable 6thgeneration function,Electronics,133.97,1,19.22,Delivered,2025-10-19,5.0
ORD000375,2024-10-13,CUST0019,kwalker@example.net,Expanded zero-defect product,Books,124.9,3,7.14,Delivered,2024-10-19,3.0
ORD000376,2024-01-25,CUST0017,david80@example.net,Ameliorated homogeneous array,Clothing,105.85,8,13.82,Delivered,2024-02-04,5.0
ORD000377,2025-06-29,CUST0005,rhonda81@example.net,Business-focused multi-state database,Home & Garden,484.47,3,13.88,Delivered,2025-07-13,2.0
ORD000378,2024-08-08,CUST0052,traciemassey@example.com,Universal discrete frame,Home & Garden,224.54,6,10.03,Shipped,,
ORD000379,2025-07-15,CUST0056,reneerivera@example.org,Reactive upward-trending encryption,Home & Garden,83.42,8,23.11,Delivered,2025-07-25,4.0
ORD000380,2025-10-31,CUST0003,johnsonandrew@example.net,Customer-focused motivating infrastructure,Books,436.3,3,22.97,Delivered,2025-11-06,3.0
ORD000381,2025-07-07,CUST0055,swilliams@example.com,Assimilated discrete product,Electronics,72.28,10,16.13,Delivered,2025-07-13,3.0
ORD000382,2025-06-22,CUST0053,arthurbrady@example.com,Streamlined impactful capacity,Sports,405.86,10,28.54,Delivered,2025-06-29,4.0
ORD000383,2025-07-28,CUST0021,michelle11@example.net,Up-sized tertiary task-force,Books,163.23,7,25.17,Delivered,2025-08-10,1.0
ORD000384,2025-05-23,CUST0022,vsmith@example.net,Robust coherent attitude,Home & Garden,426.86,7,9.26,Delivered,2025-06-04,5.0
ORD000385,2025-05-25,CUST0078,mlee@example.com,Inverse interactive migration,Home & Garden,198.04,8,18.73,Delivered,2025-06-06,2.0
ORD000386,2025-05-31,CUST0049,turnerstephen@example.org,Fundamental solution-oriented orchestration,Sports,460.45,10,22.54,Delivered,2025-06-05,1.0
ORD000387,2024-11-01,CUST0060,fcarter@example.org,Open-source next generation focus group,Sports,423.61,7,23.67,Delivered,2024-11-04,5.0
